,Data,Ultimo,Abertura,Maxima,Minima,Vol,Var%
1,31.12.2020,"48,52","48,35","48,58","47,77","181,89K","0,25%"
2,31.12.2020,"48,52","48,35","48,58","47,77","181,89K","0,25%"
3,31.12.2020,"48,52","48,35","48,58","47,77","181,89K","0,25%"
4,31.12.2020,"48,52","48,35","48,58","47,77","181,89K","0,25%"
5,31.12.2020,"48,52","48,35","48,58","47,77","181,89K","0,25%"
6,31.12.2020,"48,52","48,35","48,58","47,77","181,89K","0,25%"
7,30.12.2020,"48,40","48,13","48,66","47,61","266,96K","0,83%"
8,30.12.2020,"48,40","48,13","48,66","47,61","266,96K","0,83%"
9,30.12.2020,"48,40","48,13","48,66","47,61","266,96K","0,83%"
10,30.12.2020,"48,40","48,13","48,66","47,61","266,96K","0,83%"
11,30.12.2020,"48,40","48,13","48,66","47,61","266,96K","0,83%"
12,30.12.2020,"48,40","48,13","48,66","47,61","266,96K","0,83%"
13,30.12.2020,"48,40","48,13","48,66","47,61","266,96K","0,83%"
14,29.12.2020,"48,00","47,72","48,35","47,68","213,78K","0,80%"
15,29.12.2020,"48,00","47,72","48,35","47,68","213,78K","0,80%"
16,29.12.2020,"48,00","47,72","48,35","47,68","213,78K","0,80%"
17,29.12.2020,"48,00","47,72","48,35","47,68","213,78K","0,80%"
18,29.12.2020,"48,00","47,72","48,35","47,68","213,78K","0,80%"
19,29.12.2020,"48,00","47,72","48,35","47,68","213,78K","0,80%"
20,29.12.2020,"48,00","47,72","48,35","47,68","213,78K","0,80%"
21,28.12.2020,"47,62","48,23","48,96","47,50","238,46K","-1,26%"
22,28.12.2020,"47,62","48,23","48,96","47,50","238,46K","-1,26%"
23,28.12.2020,"47,62","48,23","48,96","47,50","238,46K","-1,26%"
24,28.12.2020,"47,62","48,23","48,96","47,50","238,46K","-1,26%"
25,28.12.2020,"47,62","48,23","48,96","47,50","238,46K","-1,26%"
26,28.12.2020,"47,62","48,23","48,96","47,50","238,46K","-1,26%"
27,28.12.2020,"47,62","48,23","48,96","47,50","238,46K","-1,26%"
28,24.12.2020,"48,23","48,09","48,62","47,56","167,39K","0,23%"
29,24.12.2020,"48,23","48,09","48,62","47,56","167,39K","0,23%"
30,24.12.2020,"48,23","48,09","48,62","47,56","167,39K","0,23%"
31,24.12.2020,"48,23","48,09","48,62","47,56","167,39K","0,23%"
32,24.12.2020,"48,23","48,09","48,62","47,56","167,39K","0,23%"
33,24.12.2020,"48,23","48,09","48,62","47,56","167,39K","0,23%"
34,24.12.2020,"48,23","48,09","48,62","47,56","167,39K","0,23%"
35,23.12.2020,"48,12","46,79","48,50","46,16","344,31K","2,34%"
36,23.12.2020,"48,12","46,79","48,50","46,16","344,31K","2,34%"
37,23.12.2020,"48,12","46,79","48,50","46,16","344,31K","2,34%"
38,23.12.2020,"48,12","46,79","48,50","46,16","344,31K","2,34%"
39,23.12.2020,"48,12","46,79","48,50","46,16","344,31K","2,34%"
40,23.12.2020,"48,12","46,79","48,50","46,16","344,31K","2,34%"
41,23.12.2020,"48,12","46,79","48,50","46,16","344,31K","2,34%"
42,22.12.2020,"47,02","47,93","47,96","46,60","295,74K","-1,51%"
43,22.12.2020,"47,02","47,93","47,96","46,60","295,74K","-1,51%"
44,22.12.2020,"47,02","47,93","47,96","46,60","295,74K","-1,51%"
45,22.12.2020,"47,02","47,93","47,96","46,60","295,74K","-1,51%"
46,22.12.2020,"47,02","47,93","47,96","46,60","295,74K","-1,51%"
47,22.12.2020,"47,02","47,93","47,96","46,60","295,74K","-1,51%"
48,22.12.2020,"47,02","47,93","47,96","46,60","295,74K","-1,51%"
49,21.12.2020,"47,74","48,54","48,61","46,18","27,96K","-2,77%"
50,21.12.2020,"47,74","48,54","48,61","46,18","27,96K","-2,77%"
51,21.12.2020,"47,74","48,54","48,61","46,18","27,96K","-2,77%"
52,21.12.2020,"47,74","48,54","48,61","46,18","27,96K","-2,77%"
53,21.12.2020,"47,74","48,54","48,61","46,18","27,96K","-2,77%"
54,21.12.2020,"47,74","48,54","48,61","46,18","27,96K","-2,77%"
55,21.12.2020,"47,74","48,54","48,61","46,18","27,96K","-2,77%"
56,18.12.2020,"49,10","48,43","49,28","48,10","83,71K","1,53%"
57,18.12.2020,"49,10","48,43","49,28","48,10","83,71K","1,53%"
58,18.12.2020,"49,10","48,43","49,28","48,10","83,71K","1,53%"
59,18.12.2020,"49,10","48,43","49,28","48,10","83,71K","1,53%"
60,18.12.2020,"49,10","48,43","49,28","48,10","83,71K","1,53%"
61,18.12.2020,"49,10","48,43","49,28","48,10","83,71K","1,53%"
62,18.12.2020,"49,10","48,43","49,28","48,10","83,71K","1,53%"
63,17.12.2020,"48,36","47,85","48,59","47,81","96,54K","1,13%"
64,17.12.2020,"48,36","47,85","48,59","47,81","96,54K","1,13%"
65,17.12.2020,"48,36","47,85","48,59","47,81","96,54K","1,13%"
66,17.12.2020,"48,36","47,85","48,59","47,81","96,54K","1,13%"
67,17.12.2020,"48,36","47,85","48,59","47,81","96,54K","1,13%"
68,17.12.2020,"48,36","47,85","48,59","47,81","96,54K","1,13%"
69,17.12.2020,"48,36","47,85","48,59","47,81","96,54K","1,13%"
70,16.12.2020,"47,82","47,60","47,94","47,17","275,33K","0,42%"
71,16.12.2020,"47,82","47,60","47,94","47,17","275,33K","0,42%"
72,16.12.2020,"47,82","47,60","47,94","47,17","275,33K","0,42%"
73,16.12.2020,"47,82","47,60","47,94","47,17","275,33K","0,42%"
74,16.12.2020,"47,82","47,60","47,94","47,17","275,33K","0,42%"
75,16.12.2020,"47,82","47,60","47,94","47,17","275,33K","0,42%"
76,16.12.2020,"47,82","47,60","47,94","47,17","275,33K","0,42%"
77,15.12.2020,"47,62","46,99","47,73","46,54","311,17K","1,34%"
78,15.12.2020,"47,62","46,99","47,73","46,54","311,17K","1,34%"
79,15.12.2020,"47,62","46,99","47,73","46,54","311,17K","1,34%"
80,15.12.2020,"47,62","46,99","47,73","46,54","311,17K","1,34%"
81,15.12.2020,"47,62","46,99","47,73","46,54","311,17K","1,34%"
82,15.12.2020,"47,62","46,99","47,73","46,54","311,17K","1,34%"
83,15.12.2020,"47,62","46,99","47,73","46,54","311,17K","1,34%"
84,14.12.2020,"46,99","46,73","47,44","45,69","403,54K","0,90%"
85,14.12.2020,"46,99","46,73","47,44","45,69","403,54K","0,90%"
86,14.12.2020,"46,99","46,73","47,44","45,69","403,54K","0,90%"
87,14.12.2020,"46,99","46,73","47,44","45,69","403,54K","0,90%"
88,14.12.2020,"46,99","46,73","47,44","45,69","403,54K","0,90%"
89,14.12.2020,"46,99","46,73","47,44","45,69","403,54K","0,90%"
90,14.12.2020,"46,99","46,73","47,44","45,69","403,54K","0,90%"
91,11.12.2020,"46,57","46,97","47,29","46,34","367,31K","-0,45%"
92,11.12.2020,"46,57","46,97","47,29","46,34","367,31K","-0,45%"
93,11.12.2020,"46,57","46,97","47,29","46,34","367,31K","-0,45%"
94,11.12.2020,"46,57","46,97","47,29","46,34","367,31K","-0,45%"
95,11.12.2020,"46,57","46,97","47,29","46,34","367,31K","-0,45%"
96,11.12.2020,"46,57","46,97","47,29","46,34","367,31K","-0,45%"
97,11.12.2020,"46,57","46,97","47,29","46,34","367,31K","-0,45%"
98,10.12.2020,"46,78","45,69","47,74","45,52","447,53K","2,77%"
99,10.12.2020,"46,78","45,69","47,74","45,52","447,53K","2,77%"
100,10.12.2020,"46,78","45,69","47,74","45,52","447,53K","2,77%"
101,10.12.2020,"46,78","45,69","47,74","45,52","447,53K","2,77%"
102,10.12.2020,"46,78","45,69","47,74","45,52","447,53K","2,77%"
103,10.12.2020,"46,78","45,69","47,74","45,52","447,53K","2,77%"
104,10.12.2020,"46,78","45,69","47,74","45,52","447,53K","2,77%"
105,09.12.2020,"45,52","45,60","46,24","44,95","434,98K","-0,18%"
106,09.12.2020,"45,52","45,60","46,24","44,95","434,98K","-0,18%"
107,09.12.2020,"45,52","45,60","46,24","44,95","434,98K","-0,18%"
108,09.12.2020,"45,52","45,60","46,24","44,95","434,98K","-0,18%"
109,09.12.2020,"45,52","45,60","46,24","44,95","434,98K","-0,18%"
110,09.12.2020,"45,52","45,60","46,24","44,95","434,98K","-0,18%"
111,09.12.2020,"45,52","45,60","46,24","44,95","434,98K","-0,18%"
112,08.12.2020,"45,60","45,66","45,93","45,14","332,64K","-0,35%"
113,08.12.2020,"45,60","45,66","45,93","45,14","332,64K","-0,35%"
114,08.12.2020,"45,60","45,66","45,93","45,14","332,64K","-0,35%"
115,08.12.2020,"45,60","45,66","45,93","45,14","332,64K","-0,35%"
116,08.12.2020,"45,60","45,66","45,93","45,14","332,64K","-0,35%"
117,08.12.2020,"45,60","45,66","45,93","45,14","332,64K","-0,35%"
118,08.12.2020,"45,60","45,66","45,93","45,14","332,64K","-0,35%"
119,07.12.2020,"45,76","46,15","46,54","45,36","348,87K","-1,08%"
120,07.12.2020,"45,76","46,15","46,54","45,36","348,87K","-1,08%"
121,07.12.2020,"45,76","46,15","46,54","45,36","348,87K","-1,08%"
122,07.12.2020,"45,76","46,15","46,54","45,36","348,87K","-1,08%"
123,07.12.2020,"45,76","46,15","46,54","45,36","348,87K","-1,08%"
124,07.12.2020,"45,76","46,15","46,54","45,36","348,87K","-1,08%"
125,07.12.2020,"45,76","46,15","46,54","45,36","348,87K","-1,08%"
126,04.12.2020,"46,26","45,64","46,68","45,61","335,45K","1,36%"
127,04.12.2020,"46,26","45,64","46,68","45,61","335,45K","1,36%"
128,04.12.2020,"46,26","45,64","46,68","45,61","335,45K","1,36%"
129,04.12.2020,"46,26","45,64","46,68","45,61","335,45K","1,36%"
130,04.12.2020,"46,26","45,64","46,68","45,61","335,45K","1,36%"
131,04.12.2020,"46,26","45,64","46,68","45,61","335,45K","1,36%"
132,04.12.2020,"46,26","45,64","46,68","45,61","335,45K","1,36%"
133,03.12.2020,"45,64","44,99","45,84","44,66","350,77K","0,80%"
134,03.12.2020,"45,64","44,99","45,84","44,66","350,77K","0,80%"
135,03.12.2020,"45,64","44,99","45,84","44,66","350,77K","0,80%"
136,03.12.2020,"45,64","44,99","45,84","44,66","350,77K","0,80%"
137,03.12.2020,"45,64","44,99","45,84","44,66","350,77K","0,80%"
138,03.12.2020,"45,64","44,99","45,84","44,66","350,77K","0,80%"
139,03.12.2020,"45,64","44,99","45,84","44,66","350,77K","0,80%"
140,02.12.2020,"45,28","44,38","45,92","43,92","368,85K","1,64%"
141,02.12.2020,"45,28","44,38","45,92","43,92","368,85K","1,64%"
142,02.12.2020,"45,28","44,38","45,92","43,92","368,85K","1,64%"
143,02.12.2020,"45,28","44,38","45,92","43,92","368,85K","1,64%"
144,02.12.2020,"45,28","44,38","45,92","43,92","368,85K","1,64%"
145,02.12.2020,"45,28","44,38","45,92","43,92","368,85K","1,64%"
146,02.12.2020,"45,28","44,38","45,92","43,92","368,85K","1,64%"
147,01.12.2020,"44,55","45,08","45,70","44,12","314,92K","-1,74%"
148,01.12.2020,"44,55","45,08","45,70","44,12","314,92K","-1,74%"
149,01.12.2020,"44,55","45,08","45,70","44,12","314,92K","-1,74%"
150,01.12.2020,"44,55","45,08","45,70","44,12","314,92K","-1,74%"
151,01.12.2020,"44,55","45,08","45,70","44,12","314,92K","-1,74%"
152,01.12.2020,"44,55","45,08","45,70","44,12","314,92K","-1,74%"
153,01.12.2020,"44,55","45,08","45,70","44,12","314,92K","-1,74%"
154,30.11.2020,"45,34","45,34","45,80","44,42","370,76K","-0,42%"
155,30.11.2020,"45,34","45,34","45,80","44,42","370,76K","-0,42%"
156,30.11.2020,"45,34","45,34","45,80","44,42","370,76K","-0,42%"
157,30.11.2020,"45,34","45,34","45,80","44,42","370,76K","-0,42%"
158,30.11.2020,"45,34","45,34","45,80","44,42","370,76K","-0,42%"
159,30.11.2020,"45,34","45,34","45,80","44,42","370,76K","-0,42%"
160,30.11.2020,"45,34","45,34","45,80","44,42","370,76K","-0,42%"
161,27.11.2020,"45,53","45,90","46,09","44,55","365,13K","1,22%"
162,27.11.2020,"45,53","45,90","46,09","44,55","365,13K","1,22%"
163,27.11.2020,"45,53","45,90","46,09","44,55","365,13K","1,22%"
164,27.11.2020,"45,53","45,90","46,09","44,55","365,13K","1,22%"
165,27.11.2020,"45,53","45,90","46,09","44,55","365,13K","1,22%"
166,27.11.2020,"45,53","45,90","46,09","44,55","365,13K","1,22%"
167,27.11.2020,"45,53","45,90","46,09","44,55","365,13K","1,22%"
168,26.11.2020,"44,98","45,77","46,09","44,73",-,"-1,60%"
169,26.11.2020,"44,98","45,77","46,09","44,73",-,"-1,60%"
170,26.11.2020,"44,98","45,77","46,09","44,73",-,"-1,60%"
171,26.11.2020,"44,98","45,77","46,09","44,73",-,"-1,60%"
172,26.11.2020,"44,98","45,77","46,09","44,73",-,"-1,60%"
173,26.11.2020,"44,98","45,77","46,09","44,73",-,"-1,60%"
174,26.11.2020,"44,98","45,77","46,09","44,73",-,"-1,60%"
175,25.11.2020,"45,71","44,82","46,26","44,73","417,18K","1,78%"
176,25.11.2020,"45,71","44,82","46,26","44,73","417,18K","1,78%"
177,25.11.2020,"45,71","44,82","46,26","44,73","417,18K","1,78%"
178,25.11.2020,"45,71","44,82","46,26","44,73","417,18K","1,78%"
179,25.11.2020,"45,71","44,82","46,26","44,73","417,18K","1,78%"
180,25.11.2020,"45,71","44,82","46,26","44,73","417,18K","1,78%"
181,25.11.2020,"45,71","44,82","46,26","44,73","417,18K","1,78%"
182,24.11.2020,"44,91","42,84","45,20","42,82","418,53K","4,30%"
183,24.11.2020,"44,91","42,84","45,20","42,82","418,53K","4,30%"
184,24.11.2020,"44,91","42,84","45,20","42,82","418,53K","4,30%"
185,24.11.2020,"44,91","42,84","45,20","42,82","418,53K","4,30%"
186,24.11.2020,"44,91","42,84","45,20","42,82","418,53K","4,30%"
187,24.11.2020,"44,91","42,84","45,20","42,82","418,53K","4,30%"
188,24.11.2020,"44,91","42,84","45,20","42,82","418,53K","4,30%"
189,23.11.2020,"43,06","42,46","43,36","42,29","300,72K","2,16%"
190,23.11.2020,"43,06","42,46","43,36","42,29","300,72K","2,16%"
191,23.11.2020,"43,06","42,46","43,36","42,29","300,72K","2,16%"
192,23.11.2020,"43,06","42,46","43,36","42,29","300,72K","2,16%"
193,23.11.2020,"43,06","42,46","43,36","42,29","300,72K","2,16%"
194,23.11.2020,"43,06","42,46","43,36","42,29","300,72K","2,16%"
195,23.11.2020,"43,06","42,46","43,36","42,29","300,72K","2,16%"
196,20.11.2020,"42,15","41,70","42,32","41,51","29,78K","0,98%"
197,20.11.2020,"42,15","41,70","42,32","41,51","29,78K","0,98%"
198,20.11.2020,"42,15","41,70","42,32","41,51","29,78K","0,98%"
199,20.11.2020,"42,15","41,70","42,32","41,51","29,78K","0,98%"
200,20.11.2020,"42,15","41,70","42,32","41,51","29,78K","0,98%"
201,20.11.2020,"42,15","41,70","42,32","41,51","29,78K","0,98%"
202,20.11.2020,"42,15","41,70","42,32","41,51","29,78K","0,98%"
203,19.11.2020,"41,74","41,61","41,98","41,08","88,14K","-0,19%"
204,19.11.2020,"41,74","41,61","41,98","41,08","88,14K","-0,19%"
205,19.11.2020,"41,74","41,61","41,98","41,08","88,14K","-0,19%"
206,19.11.2020,"41,74","41,61","41,98","41,08","88,14K","-0,19%"
207,19.11.2020,"41,74","41,61","41,98","41,08","88,14K","-0,19%"
208,19.11.2020,"41,74","41,61","41,98","41,08","88,14K","-0,19%"
209,19.11.2020,"41,74","41,61","41,98","41,08","88,14K","-0,19%"
210,18.11.2020,"41,82","41,35","42,46","41,08","107,01K","0,94%"
211,18.11.2020,"41,82","41,35","42,46","41,08","107,01K","0,94%"
212,18.11.2020,"41,82","41,35","42,46","41,08","107,01K","0,94%"
213,18.11.2020,"41,82","41,35","42,46","41,08","107,01K","0,94%"
214,18.11.2020,"41,82","41,35","42,46","41,08","107,01K","0,94%"
215,18.11.2020,"41,82","41,35","42,46","41,08","107,01K","0,94%"
216,18.11.2020,"41,82","41,35","42,46","41,08","107,01K","0,94%"
217,17.11.2020,"41,43","41,44","41,69","40,57","243,68K","0,22%"
218,17.11.2020,"41,43","41,44","41,69","40,57","243,68K","0,22%"
219,17.11.2020,"41,43","41,44","41,69","40,57","243,68K","0,22%"
220,17.11.2020,"41,43","41,44","41,69","40,57","243,68K","0,22%"
221,17.11.2020,"41,43","41,44","41,69","40,57","243,68K","0,22%"
222,17.11.2020,"41,43","41,44","41,69","40,57","243,68K","0,22%"
223,17.11.2020,"41,43","41,44","41,69","40,57","243,68K","0,22%"
224,16.11.2020,"41,34","40,17","42,09","40,15","378,79K","3,02%"
225,16.11.2020,"41,34","40,17","42,09","40,15","378,79K","3,02%"
226,16.11.2020,"41,34","40,17","42,09","40,15","378,79K","3,02%"
227,16.11.2020,"41,34","40,17","42,09","40,15","378,79K","3,02%"
228,16.11.2020,"41,34","40,17","42,09","40,15","378,79K","3,02%"
229,16.11.2020,"41,34","40,17","42,09","40,15","378,79K","3,02%"
230,16.11.2020,"41,34","40,17","42,09","40,15","378,79K","3,02%"
231,13.11.2020,"40,13","40,94","40,94","40,06","338,19K","-2,41%"
232,13.11.2020,"40,13","40,94","40,94","40,06","338,19K","-2,41%"
233,13.11.2020,"40,13","40,94","40,94","40,06","338,19K","-2,41%"
234,13.11.2020,"40,13","40,94","40,94","40,06","338,19K","-2,41%"
235,13.11.2020,"40,13","40,94","40,94","40,06","338,19K","-2,41%"
236,13.11.2020,"40,13","40,94","40,94","40,06","338,19K","-2,41%"
237,13.11.2020,"40,13","40,94","40,94","40,06","338,19K","-2,41%"
238,12.11.2020,"41,12","41,47","42,19","40,87","401,03K","-0,80%"
239,12.11.2020,"41,12","41,47","42,19","40,87","401,03K","-0,80%"
240,12.11.2020,"41,12","41,47","42,19","40,87","401,03K","-0,80%"
241,12.11.2020,"41,12","41,47","42,19","40,87","401,03K","-0,80%"
242,12.11.2020,"41,12","41,47","42,19","40,87","401,03K","-0,80%"
243,12.11.2020,"41,12","41,47","42,19","40,87","401,03K","-0,80%"
244,12.11.2020,"41,12","41,47","42,19","40,87","401,03K","-0,80%"
245,11.11.2020,"41,45","41,79","43,06","41,32","443,77K","0,22%"
246,11.11.2020,"41,45","41,79","43,06","41,32","443,77K","0,22%"
247,11.11.2020,"41,45","41,79","43,06","41,32","443,77K","0,22%"
248,11.11.2020,"41,45","41,79","43,06","41,32","443,77K","0,22%"
249,11.11.2020,"41,45","41,79","43,06","41,32","443,77K","0,22%"
250,11.11.2020,"41,45","41,79","43,06","41,32","443,77K","0,22%"
251,11.11.2020,"41,45","41,79","43,06","41,32","443,77K","0,22%"
252,10.11.2020,"41,36","39,91","41,84","39,41","457,05K","2,66%"
253,10.11.2020,"41,36","39,91","41,84","39,41","457,05K","2,66%"
254,10.11.2020,"41,36","39,91","41,84","39,41","457,05K","2,66%"
255,10.11.2020,"41,36","39,91","41,84","39,41","457,05K","2,66%"
256,10.11.2020,"41,36","39,91","41,84","39,41","457,05K","2,66%"
257,10.11.2020,"41,36","39,91","41,84","39,41","457,05K","2,66%"
258,10.11.2020,"41,36","39,91","41,84","39,41","457,05K","2,66%"
259,09.11.2020,"40,29","37,34","41,33","37,16","622,92K","8,48%"
260,09.11.2020,"40,29","37,34","41,33","37,16","622,92K","8,48%"
261,09.11.2020,"40,29","37,34","41,33","37,16","622,92K","8,48%"
262,09.11.2020,"40,29","37,34","41,33","37,16","622,92K","8,48%"
263,09.11.2020,"40,29","37,34","41,33","37,16","622,92K","8,48%"
264,09.11.2020,"40,29","37,34","41,33","37,16","622,92K","8,48%"
265,09.11.2020,"40,29","37,34","41,33","37,16","622,92K","8,48%"
266,06.11.2020,"37,14","38,54","38,61","37,06","411,03K","-4,25%"
267,06.11.2020,"37,14","38,54","38,61","37,06","411,03K","-4,25%"
268,06.11.2020,"37,14","38,54","38,61","37,06","411,03K","-4,25%"
269,06.11.2020,"37,14","38,54","38,61","37,06","411,03K","-4,25%"
270,06.11.2020,"37,14","38,54","38,61","37,06","411,03K","-4,25%"
271,06.11.2020,"37,14","38,54","38,61","37,06","411,03K","-4,25%"
272,06.11.2020,"37,14","38,54","38,61","37,06","411,03K","-4,25%"
273,05.11.2020,"38,79","39,17","39,35","38,27","298,37K","-0,92%"
274,05.11.2020,"38,79","39,17","39,35","38,27","298,37K","-0,92%"
275,05.11.2020,"38,79","39,17","39,35","38,27","298,37K","-0,92%"
276,05.11.2020,"38,79","39,17","39,35","38,27","298,37K","-0,92%"
277,05.11.2020,"38,79","39,17","39,35","38,27","298,37K","-0,92%"
278,05.11.2020,"38,79","39,17","39,35","38,27","298,37K","-0,92%"
279,05.11.2020,"38,79","39,17","39,35","38,27","298,37K","-0,92%"
280,04.11.2020,"39,15","38,15","39,25","37,26","437,00K","3,96%"
281,04.11.2020,"39,15","38,15","39,25","37,26","437,00K","3,96%"
282,04.11.2020,"39,15","38,15","39,25","37,26","437,00K","3,96%"
283,04.11.2020,"39,15","38,15","39,25","37,26","437,00K","3,96%"
284,04.11.2020,"39,15","38,15","39,25","37,26","437,00K","3,96%"
285,04.11.2020,"39,15","38,15","39,25","37,26","437,00K","3,96%"
286,04.11.2020,"39,15","38,15","39,25","37,26","437,00K","3,96%"
287,03.11.2020,"37,66","37,03","38,32","36,57","410,61K","2,31%"
288,03.11.2020,"37,66","37,03","38,32","36,57","410,61K","2,31%"
289,03.11.2020,"37,66","37,03","38,32","36,57","410,61K","2,31%"
290,03.11.2020,"37,66","37,03","38,32","36,57","410,61K","2,31%"
291,03.11.2020,"37,66","37,03","38,32","36,57","410,61K","2,31%"
292,03.11.2020,"37,66","37,03","38,32","36,57","410,61K","2,31%"
293,03.11.2020,"37,66","37,03","38,32","36,57","410,61K","2,31%"
294,02.11.2020,"36,81","35,24","37,15","33,64","489,20K","2,85%"
295,02.11.2020,"36,81","35,24","37,15","33,64","489,20K","2,85%"
296,02.11.2020,"36,81","35,24","37,15","33,64","489,20K","2,85%"
297,02.11.2020,"36,81","35,24","37,15","33,64","489,20K","2,85%"
298,02.11.2020,"36,81","35,24","37,15","33,64","489,20K","2,85%"
299,02.11.2020,"36,81","35,24","37,15","33,64","489,20K","2,85%"
300,02.11.2020,"36,81","35,24","37,15","33,64","489,20K","2,85%"
301,30.10.2020,"35,79","36,07","36,60","35,21","388,97K","-1,05%"
302,30.10.2020,"35,79","36,07","36,60","35,21","388,97K","-1,05%"
303,30.10.2020,"35,79","36,07","36,60","35,21","388,97K","-1,05%"
304,30.10.2020,"35,79","36,07","36,60","35,21","388,97K","-1,05%"
305,30.10.2020,"35,79","36,07","36,60","35,21","388,97K","-1,05%"
306,30.10.2020,"35,79","36,07","36,60","35,21","388,97K","-1,05%"
307,30.10.2020,"35,79","36,07","36,60","35,21","388,97K","-1,05%"
308,29.10.2020,"36,17","37,39","37,76","34,92","568,82K","-3,26%"
309,29.10.2020,"36,17","37,39","37,76","34,92","568,82K","-3,26%"
310,29.10.2020,"36,17","37,39","37,76","34,92","568,82K","-3,26%"
311,29.10.2020,"36,17","37,39","37,76","34,92","568,82K","-3,26%"
312,29.10.2020,"36,17","37,39","37,76","34,92","568,82K","-3,26%"
313,29.10.2020,"36,17","37,39","37,76","34,92","568,82K","-3,26%"
314,29.10.2020,"36,17","37,39","37,76","34,92","568,82K","-3,26%"
315,28.10.2020,"37,39","38,97","39,01","36,97","489,95K","-5,51%"
316,28.10.2020,"37,39","38,97","39,01","36,97","489,95K","-5,51%"
317,28.10.2020,"37,39","38,97","39,01","36,97","489,95K","-5,51%"
318,28.10.2020,"37,39","38,97","39,01","36,97","489,95K","-5,51%"
319,28.10.2020,"37,39","38,97","39,01","36,97","489,95K","-5,51%"
320,28.10.2020,"37,39","38,97","39,01","36,97","489,95K","-5,51%"
321,28.10.2020,"37,39","38,97","39,01","36,97","489,95K","-5,51%"
322,27.10.2020,"39,57","38,59","39,83","38,51","339,54K","2,62%"
323,27.10.2020,"39,57","38,59","39,83","38,51","339,54K","2,62%"
324,27.10.2020,"39,57","38,59","39,83","38,51","339,54K","2,62%"
325,27.10.2020,"39,57","38,59","39,83","38,51","339,54K","2,62%"
326,27.10.2020,"39,57","38,59","39,83","38,51","339,54K","2,62%"
327,27.10.2020,"39,57","38,59","39,83","38,51","339,54K","2,62%"
328,27.10.2020,"39,57","38,59","39,83","38,51","339,54K","2,62%"
329,26.10.2020,"38,56","39,69","39,74","38,28","360,18K","-3,24%"
330,26.10.2020,"38,56","39,69","39,74","38,28","360,18K","-3,24%"
331,26.10.2020,"38,56","39,69","39,74","38,28","360,18K","-3,24%"
332,26.10.2020,"38,56","39,69","39,74","38,28","360,18K","-3,24%"
333,26.10.2020,"38,56","39,69","39,74","38,28","360,18K","-3,24%"
334,26.10.2020,"38,56","39,69","39,74","38,28","360,18K","-3,24%"
335,26.10.2020,"38,56","39,69","39,74","38,28","360,18K","-3,24%"
336,23.10.2020,"39,85","40,61","40,92","39,57","268,93K","-1,94%"
337,23.10.2020,"39,85","40,61","40,92","39,57","268,93K","-1,94%"
338,23.10.2020,"39,85","40,61","40,92","39,57","268,93K","-1,94%"
339,23.10.2020,"39,85","40,61","40,92","39,57","268,93K","-1,94%"
340,23.10.2020,"39,85","40,61","40,92","39,57","268,93K","-1,94%"
341,23.10.2020,"39,85","40,61","40,92","39,57","268,93K","-1,94%"
342,23.10.2020,"39,85","40,61","40,92","39,57","268,93K","-1,94%"
343,22.10.2020,"40,64","40,04","41,02","39,71","307,49K","1,52%"
344,22.10.2020,"40,64","40,04","41,02","39,71","307,49K","1,52%"
345,22.10.2020,"40,64","40,04","41,02","39,71","307,49K","1,52%"
346,22.10.2020,"40,64","40,04","41,02","39,71","307,49K","1,52%"
347,22.10.2020,"40,64","40,04","41,02","39,71","307,49K","1,52%"
348,22.10.2020,"40,64","40,04","41,02","39,71","307,49K","1,52%"
349,22.10.2020,"40,64","40,04","41,02","39,71","307,49K","1,52%"
350,21.10.2020,"40,03","41,22","41,59","39,78","366,90K","-3,45%"
351,21.10.2020,"40,03","41,22","41,59","39,78","366,90K","-3,45%"
352,21.10.2020,"40,03","41,22","41,59","39,78","366,90K","-3,45%"
353,21.10.2020,"40,03","41,22","41,59","39,78","366,90K","-3,45%"
354,21.10.2020,"40,03","41,22","41,59","39,78","366,90K","-3,45%"
355,21.10.2020,"40,03","41,22","41,59","39,78","366,90K","-3,45%"
356,21.10.2020,"40,03","41,22","41,59","39,78","366,90K","-3,45%"
357,20.10.2020,"41,46","40,65","41,70","40,25","24,52K","1,54%"
358,20.10.2020,"41,46","40,65","41,70","40,25","24,52K","1,54%"
359,20.10.2020,"41,46","40,65","41,70","40,25","24,52K","1,54%"
360,20.10.2020,"41,46","40,65","41,70","40,25","24,52K","1,54%"
361,20.10.2020,"41,46","40,65","41,70","40,25","24,52K","1,54%"
362,20.10.2020,"41,46","40,65","41,70","40,25","24,52K","1,54%"
363,20.10.2020,"41,46","40,65","41,70","40,25","24,52K","1,54%"
364,19.10.2020,"40,83","40,69","41,22","40,54","75,34K","-0,12%"
365,19.10.2020,"40,83","40,69","41,22","40,54","75,34K","-0,12%"
366,19.10.2020,"40,83","40,69","41,22","40,54","75,34K","-0,12%"
367,19.10.2020,"40,83","40,69","41,22","40,54","75,34K","-0,12%"
368,19.10.2020,"40,83","40,69","41,22","40,54","75,34K","-0,12%"
369,19.10.2020,"40,83","40,69","41,22","40,54","75,34K","-0,12%"
370,19.10.2020,"40,83","40,69","41,22","40,54","75,34K","-0,12%"
371,16.10.2020,"40,88","40,88","41,05","40,08","96,49K","-0,20%"
372,16.10.2020,"40,88","40,88","41,05","40,08","96,49K","-0,20%"
373,16.10.2020,"40,88","40,88","41,05","40,08","96,49K","-0,20%"
